DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter554,Digoxin,DDInter1633,Salicylic acid (sodium),Moderate
DDInter416,Clotrimazole,DDInter557,Dihydroergotamine,Moderate
DDInter670,Erythromycin,DDInter557,Dihydroergotamine,Major
DDInter557,Dihydroergotamine,DDInter1008,Ketoconazole,Major
DDInter416,Clotrimazole,DDInter611,Dutasteride,Moderate
DDInter670,Erythromycin,DDInter611,Dutasteride,Moderate
DDInter1008,Ketoconazole,DDInter611,Dutasteride,Moderate
DDInter416,Clotrimazole,DDInter1745,Tamsulosin,Moderate
DDInter670,Erythromycin,DDInter1745,Tamsulosin,Moderate
DDInter1745,Tamsulosin,DDInter1008,Ketoconazole,Major
DDInter670,Erythromycin,DDInter363,Chlorpromazine,Moderate
DDInter670,Erythromycin,DDInter624,Efavirenz,Major
DDInter670,Erythromycin,DDInter716,Felodipine,Moderate
DDInter670,Erythromycin,DDInter758,Fluoxetine,Moderate
DDInter670,Erythromycin,DDInter769,Fluvastatin,Major
DDInter670,Erythromycin,DDInter853,Haloperidol,Major
DDInter670,Erythromycin,DDInter995,Itraconazole,Major
DDInter670,Erythromycin,DDInter996,Ivabradine,Major
DDInter670,Erythromycin,DDInter998,Ivermectin,Moderate
DDInter670,Erythromycin,DDInter1008,Ketoconazole,Major
DDInter670,Erythromycin,DDInter1018,Lactulose,Moderate
DDInter670,Erythromycin,DDInter1055,Levofloxacin,Moderate
DDInter670,Erythromycin,DDInter1098,Lovastatin,Major
DDInter670,Erythromycin,DDInter1187,Methylergometrine,Major
DDInter670,Erythromycin,DDInter1191,Methylprednisolone,Moderate
DDInter670,Erythromycin,DDInter1212,Midazolam,Moderate
DDInter670,Erythromycin,DDInter1247,Moxifloxacin,Major
DDInter670,Erythromycin,DDInter1325,Ofloxacin,Moderate
DDInter670,Erythromycin,DDInter1326,Olanzapine,Moderate
DDInter670,Erythromycin,DDInter1342,Ondansetron,Moderate
DDInter1375,Oxytocin,DDInter670,Erythromycin,Moderate
DDInter670,Erythromycin,DDInter1460,Phenytoin,Moderate
DDInter1509,Pravastatin,DDInter670,Erythromycin,Moderate
DDInter670,Erythromycin,DDInter1515,Prednisone,Moderate
DDInter670,Erythromycin,DDInter1529,Progesterone,Moderate
DDInter670,Erythromycin,DDInter1590,Rifampicin,Moderate
DDInter670,Erythromycin,DDInter1605,Risperidone,Moderate
DDInter670,Erythromycin,DDInter1607,Ritonavir,Major
DDInter670,Erythromycin,DDInter1664,Sevoflurane,Moderate
DDInter670,Erythromycin,DDInter1675,Simvastatin,Major
DDInter670,Erythromycin,DDInter1802,Ticagrelor,Moderate
DDInter670,Erythromycin,DDInter1821,Tizanidine,Moderate
DDInter416,Clotrimazole,DDInter624,Efavirenz,Moderate
DDInter998,Ivermectin,DDInter624,Efavirenz,Moderate
DDInter624,Efavirenz,DDInter1008,Ketoconazole,Major
DDInter624,Efavirenz,DDInter1191,Methylprednisolone,Moderate
DDInter638,Enalapril,DDInter1191,Methylprednisolone,Moderate
DDInter638,Enalapril,DDInter1633,Salicylic acid (sodium),Moderate
DDInter1607,Ritonavir,DDInter998,Ivermectin,Moderate
DDInter1607,Ritonavir,DDInter1008,Ketoconazole,Major
DDInter1607,Ritonavir,DDInter1191,Methylprednisolone,Major
DDInter1095,Losartan,DDInter1633,Salicylic acid (sodium),Moderate
DDInter1191,Methylprednisolone,DDInter1185,Methyldopa,Moderate
DDInter1266,Naproxen,DDInter815,Gentamicin,Moderate
DDInter676,Esomeprazole,DDInter1008,Ketoconazole,Moderate
DDInter1266,Naproxen,DDInter1191,Methylprednisolone,Moderate
DDInter1191,Methylprednisolone,DDInter1271,Nebivolol,Moderate
DDInter1915,Valsartan,DDInter1633,Salicylic acid (sodium),Moderate
DDInter758,Fluoxetine,DDInter1008,Ketoconazole,Moderate
DDInter758,Fluoxetine,DDInter1633,Salicylic acid (sodium),Moderate
DDInter1340,Omeprazole,DDInter815,Gentamicin,Moderate
DDInter825,Glimepiride,DDInter1191,Methylprednisolone,Moderate
DDInter825,Glimepiride,DDInter1633,Salicylic acid (sodium),Moderate
DDInter1474,Piperacillin,DDInter815,Gentamicin,Moderate
DDInter1915,Valsartan,DDInter1191,Methylprednisolone,Moderate
DDInter1605,Risperidone,DDInter1008,Ketoconazole,Moderate
DDInter1724,Sulfamethoxazole,DDInter1779,Tetracaine,Moderate
DDInter1633,Salicylic acid (sodium),DDInter1759,Telmisartan,Moderate
DDInter1212,Midazolam,DDInter1779,Tetracaine,Moderate
DDInter815,Gentamicin,DDInter1803,Ticarcillin,Moderate
DDInter1916,Vancomycin,DDInter815,Gentamicin,Moderate
DDInter1633,Salicylic acid (sodium),DDInter972,Irbesartan,Moderate
DDInter998,Ivermectin,DDInter995,Itraconazole,Moderate
DDInter1191,Methylprednisolone,DDInter995,Itraconazole,Major
DDInter416,Clotrimazole,DDInter996,Ivabradine,Major
DDInter1008,Ketoconazole,DDInter996,Ivabradine,Major
DDInter998,Ivermectin,DDInter1008,Ketoconazole,Moderate
DDInter1008,Ketoconazole,DDInter271,Calcium carbonate,Moderate
DDInter363,Chlorpromazine,DDInter1008,Ketoconazole,Moderate
DDInter716,Felodipine,DDInter1008,Ketoconazole,Major
DDInter853,Haloperidol,DDInter1008,Ketoconazole,Major
DDInter986,Isoniazid,DDInter1008,Ketoconazole,Moderate
DDInter1018,Lactulose,DDInter1008,Ketoconazole,Moderate
DDInter1022,Lansoprazole,DDInter1008,Ketoconazole,Moderate
DDInter1008,Ketoconazole,DDInter1055,Levofloxacin,Moderate
DDInter1098,Lovastatin,DDInter1008,Ketoconazole,Major
DDInter1008,Ketoconazole,DDInter1118,Magnesium hydroxide,Moderate
DDInter1187,Methylergometrine,DDInter1008,Ketoconazole,Major
DDInter1191,Methylprednisolone,DDInter1008,Ketoconazole,Major
DDInter1212,Midazolam,DDInter1008,Ketoconazole,Major
DDInter1247,Moxifloxacin,DDInter1008,Ketoconazole,Major
DDInter1287,Nicardipine,DDInter1008,Ketoconazole,Moderate
DDInter1295,Nimodipine,DDInter1008,Ketoconazole,Major
DDInter1008,Ketoconazole,DDInter1325,Ofloxacin,Moderate
DDInter1326,Olanzapine,DDInter1008,Ketoconazole,Moderate
DDInter1342,Ondansetron,DDInter1008,Ketoconazole,Moderate
DDInter1375,Oxytocin,DDInter1008,Ketoconazole,Moderate
DDInter1008,Ketoconazole,DDInter1442,Phenobarbital,Moderate
DDInter1460,Phenytoin,DDInter1008,Ketoconazole,Moderate
DDInter1515,Prednisone,DDInter1008,Ketoconazole,Moderate
DDInter1529,Progesterone,DDInter1008,Ketoconazole,Moderate
DDInter1247,Moxifloxacin,DDInter1191,Methylprednisolone,Major
DDInter1247,Moxifloxacin,DDInter1633,Salicylic acid (sodium),Moderate
DDInter1254,Nabumetone,DDInter815,Gentamicin,Moderate
DDInter1254,Nabumetone,DDInter1191,Methylprednisolone,Moderate
DDInter815,Gentamicin,DDInter1009,Ketoprofen,Moderate
DDInter1191,Methylprednisolone,DDInter1009,Ketoprofen,Moderate
DDInter1022,Lansoprazole,DDInter815,Gentamicin,Moderate
DDInter1191,Methylprednisolone,DDInter1055,Levofloxacin,Major
DDInter1633,Salicylic acid (sodium),DDInter1055,Levofloxacin,Moderate
DDInter1191,Methylprednisolone,DDInter1070,Linagliptin,Moderate
DDInter1079,Lisinopril,DDInter1191,Methylprednisolone,Moderate
DDInter1079,Lisinopril,DDInter1633,Salicylic acid (sodium),Moderate
DDInter1095,Losartan,DDInter1191,Methylprednisolone,Moderate
DDInter1098,Lovastatin,DDInter416,Clotrimazole,Moderate
DDInter699,Etodolac,DDInter1191,Methylprednisolone,Moderate
DDInter1191,Methylprednisolone,DDInter716,Felodipine,Moderate
DDInter790,Furosemide,DDInter1191,Methylprednisolone,Moderate
DDInter1191,Methylprednisolone,DDInter826,Glipizide,Moderate
DDInter916,Indapamide,DDInter1191,Methylprednisolone,Moderate
DDInter1191,Methylprednisolone,DDInter972,Irbesartan,Moderate
DDInter1018,Lactulose,DDInter1191,Methylprednisolone,Moderate
DDInter1191,Methylprednisolone,DDInter1118,Magnesium hydroxide,Moderate
DDInter1143,Meloxicam,DDInter1191,Methylprednisolone,Moderate
DDInter1200,Metoprolol,DDInter1191,Methylprednisolone,Moderate
DDInter1287,Nicardipine,DDInter1191,Methylprednisolone,Moderate
DDInter1191,Methylprednisolone,DDInter1325,Ofloxacin,Major
DDInter1431,Perindopril,DDInter1191,Methylprednisolone,Moderate
DDInter1460,Phenytoin,DDInter1191,Methylprednisolone,Moderate
DDInter1539,Propranolol,DDInter1191,Methylprednisolone,Moderate
DDInter1191,Methylprednisolone,DDInter1590,Rifampicin,Moderate
DDInter1191,Methylprednisolone,DDInter1679,Sitagliptin,Moderate
DDInter1633,Salicylic acid (sodium),DDInter1191,Methylprednisolone,Moderate
DDInter1191,Methylprednisolone,DDInter1759,Telmisartan,Moderate
DDInter1809,Timolol,DDInter1191,Methylprednisolone,Moderate
DDInter815,Gentamicin,DDInter1143,Meloxicam,Moderate
DDInter416,Clotrimazole,DDInter1187,Methylergometrine,Moderate
DDInter416,Clotrimazole,DDInter1212,Midazolam,Moderate
DDInter416,Clotrimazole,DDInter1287,Nicardipine,Moderate
DDInter1287,Nicardipine,DDInter1633,Salicylic acid (sodium),Moderate
DDInter416,Clotrimazole,DDInter1295,Nimodipine,Moderate
DDInter1295,Nimodipine,DDInter1633,Salicylic acid (sodium),Moderate
DDInter1633,Salicylic acid (sodium),DDInter1325,Ofloxacin,Moderate
DDInter1431,Perindopril,DDInter1633,Salicylic acid (sodium),Moderate
DDInter1515,Prednisone,DDInter1633,Salicylic acid (sodium),Moderate
DDInter416,Clotrimazole,DDInter1529,Progesterone,Moderate
DDInter1008,Ketoconazole,DDInter1590,Rifampicin,Major
DDInter1008,Ketoconazole,DDInter1664,Sevoflurane,Moderate
DDInter416,Clotrimazole,DDInter1675,Simvastatin,Moderate
DDInter1675,Simvastatin,DDInter1008,Ketoconazole,Major
DDInter416,Clotrimazole,DDInter1802,Ticagrelor,Moderate
DDInter1008,Ketoconazole,DDInter1802,Ticagrelor,Major
DDInter1633,Salicylic acid (sodium),DDInter1802,Ticagrelor,Moderate
DDInter1821,Tizanidine,DDInter1008,Ketoconazole,Moderate
DDInter1822,Tobramycin,DDInter815,Gentamicin,Moderate
DDInter1822,Tobramycin,DDInter1633,Salicylic acid (sodium),Moderate
DDInter1633,Salicylic acid (sodium),DDInter645,Enoxaparin,Moderate
DDInter676,Esomeprazole,DDInter815,Gentamicin,Moderate
DDInter699,Etodolac,DDInter815,Gentamicin,Moderate
DDInter1633,Salicylic acid (sodium),DDInter271,Calcium carbonate,Moderate
DDInter416,Clotrimazole,DDInter716,Felodipine,Moderate
DDInter1633,Salicylic acid (sodium),DDInter716,Felodipine,Moderate
DDInter790,Furosemide,DDInter815,Gentamicin,Major
DDInter1633,Salicylic acid (sodium),DDInter826,Glipizide,Moderate
DDInter815,Gentamicin,DDInter322,Cefoperazone,Moderate
DDInter815,Gentamicin,DDInter332,Ceftizoxime,Moderate
DDInter815,Gentamicin,DDInter1283,Netilmicin,Moderate
DDInter1489,Polymyxin B,DDInter815,Gentamicin,Major
DDInter815,Gentamicin,DDInter1633,Salicylic acid (sodium),Moderate
DDInter1633,Salicylic acid (sodium),DDInter856,Heparin,Moderate
DDInter1633,Salicylic acid (sodium),DDInter1118,Magnesium hydroxide,Moderate
DDInter1870,Trihexyphenidyl,DDInter1008,Ketoconazole,Moderate
DDInter1323,Octreotide,DDInter1318,Nystatin,Unknown
DDInter268,Calcitriol,DDInter771,Folic acid,Unknown
DDInter268,Calcitriol,DDInter1509,Pravastatin,Unknown
DDInter268,Calcitriol,DDInter1915,Valsartan,Unknown
DDInter268,Calcitriol,DDInter670,Erythromycin,Unknown
DDInter268,Calcitriol,DDInter1247,Moxifloxacin,Unknown
DDInter268,Calcitriol,DDInter825,Glimepiride,Unknown
DDInter268,Calcitriol,DDInter1098,Lovastatin,Unknown
DDInter268,Calcitriol,DDInter1516,Pregabalin,Unknown
DDInter268,Calcitriol,DDInter598,Doxycycline,Unknown
DDInter268,Calcitriol,DDInter416,Clotrimazole,Unknown
DDInter268,Calcitriol,DDInter1200,Metoprolol,Unknown
DDInter268,Calcitriol,DDInter1834,Topiramate,Unknown
DDInter268,Calcitriol,DDInter11,Acarbose,Unknown
DDInter268,Calcitriol,DDInter1244,Morphine,Unknown
DDInter268,Calcitriol,DDInter668,Ertapenem,Unknown
DDInter268,Calcitriol,DDInter1164,Metformin,Unknown
DDInter268,Calcitriol,DDInter1326,Olanzapine,Unknown
DDInter268,Calcitriol,DDInter1340,Omeprazole,Unknown
DDInter268,Calcitriol,DDInter561,Diltiazem,Unknown
DDInter268,Calcitriol,DDInter1809,Timolol,Unknown
DDInter268,Calcitriol,DDInter1529,Progesterone,Unknown
DDInter268,Calcitriol,DDInter1505,Pramipexole,Unknown
DDInter268,Calcitriol,DDInter1707,Spironolactone,Unknown
DDInter268,Calcitriol,DDInter1172,Methocarbamol,Unknown
DDInter268,Calcitriol,DDInter48,Allopurinol,Unknown
DDInter268,Calcitriol,DDInter1022,Lansoprazole,Unknown
DDInter268,Calcitriol,DDInter758,Fluoxetine,Unknown
DDInter268,Calcitriol,DDInter336,Celecoxib,Unknown
DDInter268,Calcitriol,DDInter323,Cefotaxime,Unknown
DDInter268,Calcitriol,DDInter853,Haloperidol,Unknown
DDInter268,Calcitriol,DDInter1607,Ritonavir,Unknown
DDInter268,Calcitriol,DDInter1916,Vancomycin,Unknown
DDInter268,Calcitriol,DDInter384,Ciprofloxacin,Unknown
DDInter268,Calcitriol,DDInter1539,Propranolol,Unknown
DDInter268,Calcitriol,DDInter1018,Lactulose,Unknown
DDInter268,Calcitriol,DDInter638,Enalapril,Unknown
DDInter268,Calcitriol,DDInter1073,Linezolid,Unknown
DDInter268,Calcitriol,DDInter1515,Prednisone,Unknown
DDInter268,Calcitriol,DDInter1675,Simvastatin,Unknown
DDInter268,Calcitriol,DDInter1318,Nystatin,Unknown
DDInter268,Calcitriol,DDInter1095,Losartan,Unknown
DDInter268,Calcitriol,DDInter1822,Tobramycin,Unknown
DDInter268,Calcitriol,DDInter790,Furosemide,Unknown
DDInter268,Calcitriol,DDInter1821,Tizanidine,Unknown
DDInter268,Calcitriol,DDInter1745,Tamsulosin,Unknown
DDInter268,Calcitriol,DDInter1019,Lamivudine,Unknown
DDInter268,Calcitriol,DDInter1079,Lisinopril,Unknown
DDInter268,Calcitriol,DDInter1304,Nitroglycerin,Unknown
DDInter268,Calcitriol,DDInter1605,Risperidone,Unknown
DDInter268,Calcitriol,DDInter699,Etodolac,Unknown
DDInter268,Calcitriol,DDInter413,Clopidogrel,Unknown
DDInter268,Calcitriol,DDInter1431,Perindopril,Unknown
DDInter268,Calcitriol,DDInter815,Gentamicin,Unknown
DDInter268,Calcitriol,DDInter722,Fentanyl,Unknown
DDInter268,Calcitriol,DDInter1143,Meloxicam,Unknown
DDInter268,Calcitriol,DDInter1538,Propofol,Unknown
DDInter268,Calcitriol,DDInter534,Diazepam,Unknown
DDInter268,Calcitriol,DDInter309,Cefaclor,Unknown
DDInter268,Calcitriol,DDInter1088,Loperamide,Unknown
DDInter268,Calcitriol,DDInter989,Isosorbide dinitrate,Unknown
DDInter268,Calcitriol,DDInter1342,Ondansetron,Unknown
DDInter268,Calcitriol,DDInter1202,Metronidazole,Unknown
DDInter268,Calcitriol,DDInter712,Famotidine,Unknown
DDInter268,Calcitriol,DDInter1231,Misoprostol,Unknown
DDInter268,Calcitriol,DDInter1191,Methylprednisolone,Unknown
DDInter268,Calcitriol,DDInter1759,Telmisartan,Unknown
DDInter268,Calcitriol,DDInter1185,Methyldopa,Unknown
DDInter268,Calcitriol,DDInter707,Ezetimibe,Unknown
DDInter268,Calcitriol,DDInter791,Gabapentin,Unknown
DDInter268,Calcitriol,DDInter1009,Ketoprofen,Unknown
DDInter268,Calcitriol,DDInter990,Isosorbide mononitrate,Unknown
DDInter268,Calcitriol,DDInter716,Felodipine,Unknown
DDInter268,Calcitriol,DDInter1008,Ketoconazole,Unknown
DDInter268,Calcitriol,DDInter972,Irbesartan,Unknown
DDInter268,Calcitriol,DDInter718,Fenofibrate,Unknown
DDInter268,Calcitriol,DDInter826,Glipizide,Unknown
DDInter268,Calcitriol,DDInter769,Fluvastatin,Unknown
DDInter268,Calcitriol,DDInter1622,Rosuvastatin,Unknown
DDInter268,Calcitriol,DDInter335,Cefuroxime,Unknown
DDInter268,Calcitriol,DDInter1291,Nifedipine,Unknown
DDInter268,Calcitriol,DDInter611,Dutasteride,Unknown
DDInter268,Calcitriol,DDInter1559,Rabeprazole,Unknown
DDInter268,Calcitriol,DDInter305,Carvedilol,Unknown
DDInter268,Calcitriol,DDInter310,Cefadroxil,Unknown
DDInter268,Calcitriol,DDInter1325,Ofloxacin,Unknown
DDInter268,Calcitriol,DDInter995,Itraconazole,Unknown
DDInter268,Calcitriol,DDInter292,Captopril,Unknown
DDInter268,Calcitriol,DDInter1046,Levetiracetam,Unknown
DDInter268,Calcitriol,DDInter393,Clarithromycin,Unknown
DDInter268,Calcitriol,DDInter334,Ceftriaxone,Unknown
DDInter268,Calcitriol,DDInter1197,Metoclopramide,Unknown
DDInter268,Calcitriol,DDInter314,Cefazolin,Unknown
DDInter268,Calcitriol,DDInter326,Cefpodoxime,Unknown
DDInter268,Calcitriol,DDInter13,Acenocoumarol,Unknown
DDInter268,Calcitriol,DDInter402,Clobetasol,Unknown
DDInter771,Folic acid,DDInter1318,Nystatin,Unknown
DDInter771,Folic acid,DDInter1783,Tetracycline,Unknown
DDInter771,Folic acid,DDInter815,Gentamicin,Unknown
DDInter771,Folic acid,DDInter1202,Metronidazole,Unknown
DDInter771,Folic acid,DDInter1191,Methylprednisolone,Unknown
DDInter771,Folic acid,DDInter402,Clobetasol,Unknown
DDInter1509,Pravastatin,DDInter1318,Nystatin,Unknown
DDInter1509,Pravastatin,DDInter1783,Tetracycline,Unknown
DDInter1509,Pravastatin,DDInter402,Clobetasol,Unknown
DDInter1915,Valsartan,DDInter1318,Nystatin,Unknown
DDInter1915,Valsartan,DDInter402,Clobetasol,Unknown
DDInter162,Baclofen,DDInter416,Clotrimazole,Unknown
DDInter162,Baclofen,DDInter1318,Nystatin,Unknown
DDInter162,Baclofen,DDInter1202,Metronidazole,Unknown
DDInter162,Baclofen,DDInter1191,Methylprednisolone,Unknown
DDInter1323,Octreotide,DDInter670,Erythromycin,Unknown
DDInter771,Folic acid,DDInter670,Erythromycin,Unknown
DDInter1915,Valsartan,DDInter670,Erythromycin,Unknown
DDInter670,Erythromycin,DDInter825,Glimepiride,Unknown
DDInter670,Erythromycin,DDInter1516,Pregabalin,Unknown
DDInter670,Erythromycin,DDInter1200,Metoprolol,Unknown
DDInter670,Erythromycin,DDInter1834,Topiramate,Unknown
DDInter670,Erythromycin,DDInter1244,Morphine,Unknown
DDInter670,Erythromycin,DDInter689,Ethambutol,Unknown
DDInter670,Erythromycin,DDInter1164,Metformin,Unknown
DDInter670,Erythromycin,DDInter1340,Omeprazole,Unknown
DDInter670,Erythromycin,DDInter1717,Sucralfate,Unknown
DDInter670,Erythromycin,DDInter1809,Timolol,Unknown
DDInter670,Erythromycin,DDInter1870,Trihexyphenidyl,Unknown
DDInter670,Erythromycin,DDInter1505,Pramipexole,Unknown
DDInter670,Erythromycin,DDInter1707,Spironolactone,Unknown
DDInter670,Erythromycin,DDInter1172,Methocarbamol,Unknown
DDInter670,Erythromycin,DDInter48,Allopurinol,Unknown
DDInter670,Erythromycin,DDInter1874,Trimethoprim,Unknown
DDInter670,Erythromycin,DDInter1022,Lansoprazole,Unknown
DDInter670,Erythromycin,DDInter1254,Nabumetone,Unknown
DDInter670,Erythromycin,DDInter1010,Ketorolac,Unknown
DDInter670,Erythromycin,DDInter1961,Zidovudine,Unknown
DDInter670,Erythromycin,DDInter1916,Vancomycin,Unknown
DDInter670,Erythromycin,DDInter315,Cefdinir,Unknown
DDInter670,Erythromycin,DDInter1539,Propranolol,Unknown
DDInter670,Erythromycin,DDInter1073,Linezolid,Unknown
DDInter670,Erythromycin,DDInter1318,Nystatin,Unknown
DDInter670,Erythromycin,DDInter1095,Losartan,Unknown
DDInter670,Erythromycin,DDInter1822,Tobramycin,Unknown
DDInter670,Erythromycin,DDInter790,Furosemide,Unknown
DDInter670,Erythromycin,DDInter1019,Lamivudine,Unknown
DDInter670,Erythromycin,DDInter1079,Lisinopril,Unknown
DDInter670,Erythromycin,DDInter1304,Nitroglycerin,Unknown
DDInter670,Erythromycin,DDInter699,Etodolac,Unknown
DDInter670,Erythromycin,DDInter1783,Tetracycline,Unknown
DDInter670,Erythromycin,DDInter815,Gentamicin,Unknown
DDInter670,Erythromycin,DDInter1143,Meloxicam,Unknown
DDInter670,Erythromycin,DDInter577,Dobutamine,Unknown
DDInter670,Erythromycin,DDInter989,Isosorbide dinitrate,Unknown
DDInter670,Erythromycin,DDInter1231,Misoprostol,Unknown
DDInter670,Erythromycin,DDInter986,Isoniazid,Unknown
DDInter670,Erythromycin,DDInter1185,Methyldopa,Unknown
DDInter670,Erythromycin,DDInter707,Ezetimibe,Unknown
DDInter670,Erythromycin,DDInter791,Gabapentin,Unknown
DDInter670,Erythromycin,DDInter883,Hydrochlorothiazide,Unknown
DDInter670,Erythromycin,DDInter990,Isosorbide mononitrate,Unknown
DDInter670,Erythromycin,DDInter972,Irbesartan,Unknown
DDInter670,Erythromycin,DDInter718,Fenofibrate,Unknown
DDInter670,Erythromycin,DDInter826,Glipizide,Unknown
DDInter670,Erythromycin,DDInter1559,Rabeprazole,Unknown
DDInter670,Erythromycin,DDInter272,Calcium chloride,Unknown
DDInter670,Erythromycin,DDInter1046,Levetiracetam,Unknown
DDInter670,Erythromycin,DDInter1197,Metoclopramide,Unknown
DDInter670,Erythromycin,DDInter402,Clobetasol,Unknown
DDInter157,Azithromycin,DDInter416,Clotrimazole,Unknown
DDInter157,Azithromycin,DDInter1318,Nystatin,Unknown
DDInter157,Azithromycin,DDInter1783,Tetracycline,Unknown
DDInter157,Azithromycin,DDInter815,Gentamicin,Unknown
DDInter157,Azithromycin,DDInter1191,Methylprednisolone,Unknown
DDInter157,Azithromycin,DDInter402,Clobetasol,Unknown
DDInter1247,Moxifloxacin,DDInter1318,Nystatin,Unknown
DDInter1247,Moxifloxacin,DDInter1783,Tetracycline,Unknown
DDInter825,Glimepiride,DDInter1318,Nystatin,Unknown
DDInter825,Glimepiride,DDInter1202,Metronidazole,Unknown
DDInter1098,Lovastatin,DDInter1318,Nystatin,Unknown
DDInter1098,Lovastatin,DDInter1783,Tetracycline,Unknown
DDInter1098,Lovastatin,DDInter402,Clobetasol,Unknown
DDInter1516,Pregabalin,DDInter1318,Nystatin,Unknown
DDInter1460,Phenytoin,DDInter416,Clotrimazole,Unknown
DDInter1460,Phenytoin,DDInter66,Amikacin,Unknown
DDInter1460,Phenytoin,DDInter1318,Nystatin,Unknown
DDInter1460,Phenytoin,DDInter815,Gentamicin,Unknown
DDInter670,Erythromycin,DDInter598,Doxycycline,Unknown
DDInter598,Doxycycline,DDInter755,Fluorometholone,Unknown
DDInter598,Doxycycline,DDInter1318,Nystatin,Unknown
DDInter598,Doxycycline,DDInter1783,Tetracycline,Unknown
DDInter598,Doxycycline,DDInter815,Gentamicin,Unknown
DDInter598,Doxycycline,DDInter1202,Metronidazole,Unknown
DDInter598,Doxycycline,DDInter1191,Methylprednisolone,Unknown
DDInter598,Doxycycline,DDInter1008,Ketoconazole,Unknown
DDInter598,Doxycycline,DDInter402,Clobetasol,Unknown
DDInter771,Folic acid,DDInter416,Clotrimazole,Unknown
DDInter1509,Pravastatin,DDInter416,Clotrimazole,Unknown
DDInter1915,Valsartan,DDInter416,Clotrimazole,Unknown
DDInter670,Erythromycin,DDInter416,Clotrimazole,Unknown
DDInter1247,Moxifloxacin,DDInter416,Clotrimazole,Unknown
DDInter825,Glimepiride,DDInter416,Clotrimazole,Unknown
DDInter598,Doxycycline,DDInter416,Clotrimazole,Unknown
DDInter416,Clotrimazole,DDInter1200,Metoprolol,Unknown
DDInter416,Clotrimazole,DDInter1834,Topiramate,Unknown
DDInter416,Clotrimazole,DDInter1244,Morphine,Unknown
DDInter416,Clotrimazole,DDInter689,Ethambutol,Unknown
DDInter416,Clotrimazole,DDInter1164,Metformin,Unknown
DDInter416,Clotrimazole,DDInter1326,Olanzapine,Unknown
DDInter416,Clotrimazole,DDInter1340,Omeprazole,Unknown
DDInter416,Clotrimazole,DDInter1717,Sucralfate,Unknown
DDInter416,Clotrimazole,DDInter554,Digoxin,Unknown
DDInter416,Clotrimazole,DDInter1707,Spironolactone,Unknown
DDInter416,Clotrimazole,DDInter1172,Methocarbamol,Unknown
DDInter416,Clotrimazole,DDInter48,Allopurinol,Unknown
DDInter416,Clotrimazole,DDInter1874,Trimethoprim,Unknown
DDInter416,Clotrimazole,DDInter1022,Lansoprazole,Unknown
DDInter416,Clotrimazole,DDInter1254,Nabumetone,Unknown
DDInter416,Clotrimazole,DDInter1010,Ketorolac,Unknown
DDInter416,Clotrimazole,DDInter758,Fluoxetine,Unknown
DDInter416,Clotrimazole,DDInter853,Haloperidol,Unknown
DDInter416,Clotrimazole,DDInter1607,Ritonavir,Unknown
DDInter416,Clotrimazole,DDInter1916,Vancomycin,Unknown
DDInter416,Clotrimazole,DDInter315,Cefdinir,Unknown
DDInter416,Clotrimazole,DDInter1539,Propranolol,Unknown
DDInter416,Clotrimazole,DDInter1018,Lactulose,Unknown
DDInter416,Clotrimazole,DDInter638,Enalapril,Unknown
DDInter416,Clotrimazole,DDInter1073,Linezolid,Unknown
DDInter416,Clotrimazole,DDInter1515,Prednisone,Unknown
DDInter416,Clotrimazole,DDInter1318,Nystatin,Unknown
DDInter416,Clotrimazole,DDInter1095,Losartan,Unknown
DDInter416,Clotrimazole,DDInter1822,Tobramycin,Unknown
DDInter416,Clotrimazole,DDInter790,Furosemide,Unknown
DDInter416,Clotrimazole,DDInter1019,Lamivudine,Unknown
DDInter416,Clotrimazole,DDInter1079,Lisinopril,Unknown
DDInter416,Clotrimazole,DDInter1304,Nitroglycerin,Unknown
DDInter416,Clotrimazole,DDInter1605,Risperidone,Unknown
DDInter416,Clotrimazole,DDInter699,Etodolac,Unknown
DDInter416,Clotrimazole,DDInter1783,Tetracycline,Unknown
DDInter416,Clotrimazole,DDInter815,Gentamicin,Unknown
DDInter416,Clotrimazole,DDInter1143,Meloxicam,Unknown
DDInter416,Clotrimazole,DDInter1538,Propofol,Unknown
DDInter416,Clotrimazole,DDInter1088,Loperamide,Unknown
DDInter416,Clotrimazole,DDInter989,Isosorbide dinitrate,Unknown
DDInter416,Clotrimazole,DDInter1342,Ondansetron,Unknown
DDInter416,Clotrimazole,DDInter1202,Metronidazole,Unknown
DDInter416,Clotrimazole,DDInter712,Famotidine,Unknown
DDInter416,Clotrimazole,DDInter1191,Methylprednisolone,Unknown
DDInter416,Clotrimazole,DDInter1759,Telmisartan,Unknown
DDInter416,Clotrimazole,DDInter707,Ezetimibe,Unknown
DDInter416,Clotrimazole,DDInter791,Gabapentin,Unknown
DDInter416,Clotrimazole,DDInter883,Hydrochlorothiazide,Unknown
DDInter416,Clotrimazole,DDInter990,Isosorbide mononitrate,Unknown
DDInter416,Clotrimazole,DDInter1008,Ketoconazole,Unknown
DDInter416,Clotrimazole,DDInter972,Irbesartan,Unknown
DDInter416,Clotrimazole,DDInter718,Fenofibrate,Unknown
DDInter416,Clotrimazole,DDInter826,Glipizide,Unknown
DDInter416,Clotrimazole,DDInter1622,Rosuvastatin,Unknown
